,uuid,A1_Metadata,A2_Metadata,A3_Metadata,description,question,old_value
114,5f30c6ea-bc4e-464a4c-838980-3c4d9a85be07,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
115,c894d75e-5741-46434d-969f93-d376ea902841,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
116,c894d75e-5741-46434d-969f93-d376ea902841,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
117,6fed814c-f093-4a4644-a6aca9-3ed965a4bc17,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
118,6fed814c-f093-4a4644-a6aca9-3ed965a4bc17,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
119,2fe6c19a-ad86-4b4a4c-b3bdb7-87963f52b041,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
120,2fe6c19a-ad86-4b4a4c-b3bdb7-87963f52b041,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
121,2f1ea405-1f5e-464c40-8c8d81-679fdc83e20a,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
122,2f1ea405-1f5e-464c40-8c8d81-679fdc83e20a,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
123,e389fb4d-3057-484c45-bcb2bf-d40ef9823b76,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
124,e389fb4d-3057-484c45-bcb2bf-d40ef9823b76,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
125,1d8bf74a-dc41-49444f-aaa6a8-5aec1860923b,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
126,1d8bf74a-dc41-49444f-aaa6a8-5aec1860923b,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
127,9d61430a-e923-474c49-99979e-24ec780da51f,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
128,9d61430a-e923-474c49-99979e-24ec780da51f,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
129,64bd1a29-ea0b-4e4c48-93979f-2ad531cb9086,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
130,64bd1a29-ea0b-4e4c48-93979f-2ad531cb9086,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
131,1e0b2764-3782-494a41-b7bfb0-7d30964bf8e1,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
132,1e0b2764-3782-494a41-b7bfb0-7d30964bf8e1,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
133,0d3fe146-5e9a-4e4641-83868a-e4a82d739f10,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
134,0d3fe146-5e9a-4e4641-83868a-e4a82d739f10,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
135,8ced2976-df7c-4c4749-a6adab-3dc4f6a19e57,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
136,8ced2976-df7c-4c4749-a6adab-3dc4f6a19e57,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
137,3e2a450c-28bc-42494d-bcbdb2-82546ed7319f,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
138,3e2a450c-28bc-42494d-bcbdb2-82546ed7319f,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
139,3d746905-e0c4-474e40-adafa8-b0c9e36a1287,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
140,3d746905-e0c4-474e40-adafa8-b0c9e36a1287,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
141,dba03175-50b1-434041-a9a4ad-482a0d5f79c6,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
142,dba03175-50b1-434041-a9a4ad-482a0d5f79c6,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
143,24bf78c5-91cb-424640-a6a3a8-01a78ce45f96,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
144,24bf78c5-91cb-424640-a6a3a8-01a78ce45f96,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
145,ac183d69-37ad-424745-9a989d-a427e3bc0591,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
146,ac183d69-37ad-424745-9a989d-a427e3bc0591,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
147,5a241637-845b-484340-b4bcb9-a62cf9408b53,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
148,5a241637-845b-484340-b4bcb9-a62cf9408b53,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
149,a6bf4d97-eb0a-444541-878b80-6c130fe284d5,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
150,a6bf4d97-eb0a-444541-878b80-6c130fe284d5,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
151,7e9a2450-f4d5-4d4147-9a9095-64e170fc32ab,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
152,7e9a2450-f4d5-4d4147-9a9095-64e170fc32ab,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
153,d548b63c-d24a-474a43-88828d-5c4e310db9a7,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
154,d548b63c-d24a-474a43-88828d-5c4e310db9a7,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
155,64e3a087-e28c-434649-a6a1a7-8a95fe4d0b21,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
156,64e3a087-e28c-434649-a6a1a7-8a95fe4d0b21,a1_3,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
157,59b074c8-51f0-494840-83848b-13562cef4078,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
158,59b074c8-51f0-494840-83848b-13562cef4078,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
159,6cb7891a-318e-4f4b48-9d959f-f71a02e5896c,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
160,6cb7891a-318e-4f4b48-9d959f-f71a02e5896c,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
161,6b902fdc-053b-46484b-989b9f-bad38e729516,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
162,6b902fdc-053b-46484b-989b9f-bad38e729516,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
163,c4590fd8-348b-42454a-8b8c88-91e085f2d64b,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
164,c4590fd8-348b-42454a-8b8c88-91e085f2d64b,a1_2,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
165,1d346f70-b4af-464847-aaafa9-4a398eb67125,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
166,1d346f70-b4af-464847-aaafa9-4a398eb67125,a1_5,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
167,ba5831e7-529e-45474b-b3b1b6-47681920be3d,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
168,ba5831e7-529e-45474b-b3b1b6-47681920be3d,a1_4,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
169,139ab64c-583b-4e4544-bdb0b8-3cfbd1e98a72,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C9_DisplacementStatus , c9_10_1
170,139ab64c-583b-4e4544-bdb0b8-3cfbd1e98a72,a1_1,governorate_pcode,district_pcode,Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions),C10_DisplacementStatus , c9_10_2
171,2f7b8051-9d3b-444d4f-98969a-5a80e3f2d7c1,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
172,5b9d2ac4-caed-4a494b-9e9293-459df3aeb21c,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
173,695fc143-3eb9-484045-a2a9a3-ebc57d24fa36,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
174,cd41fe09-826f-404b4f-9e9a9c-205ec7f6d8a4,a1_4,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
175,dbf96145-76f0-4b4642-9f9d9a-65a4cd21ef3b,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
176,2478a651-daf7-4b4d4e-959792-1ba528e0c943,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
177,d0614a92-d4e9-4c4a40-959f96-615db48c32e0,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
178,548f127a-6cb7-4e4249-949593-2193cd86f5a7,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
179,b0c843df-a46c-4c4441-8f8983-8f165b3e7c09,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
180,d8ae734c-e8fa-4f424a-8d828c-483c620fed59,a1_5,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
181,cb19e2da-e61d-414346-93959c-2756a0831bed,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
182,efc37ab2-1f3a-4c4f45-aea5a6-4e8b6537ad29,a1_4,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
183,f287acd6-3c84-4c4345-b1bfb0-7ac065fe8491,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
184,c2de058f-0482-414449-b4b6ba-4ed2f0a31c6b,a1_5,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
185,9347f016-58c2-444e4c-a5a0ab-d439bce7081a,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
186,450be2af-4526-424b4c-848589-c971d05baf48,a1_4,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
187,cbd25091-c753-454b4c-939a92-a687e5349210,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
188,7fa249be-c17f-404446-8b8d81-1dec95f67084,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
189,1d37bcf9-d564-48404d-b9bbbf-b8f0e42ac79d,a1_1,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
190,b4a10e73-1c8e-474149-beb0bb-85290ba7ed4c,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
191,f7a31d90-5ea6-464e44-b3b6b9-9c76f0ea14d5,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
192,c894d75e-5741-46434d-969f93-d376ea902841,a1_4,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
193,4d21c689-5640-464a4f-8a8381-a70cf3deb925,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
194,64978fb0-dfbe-4a4d43-8b8d88-53bd18cf694e,a1_3,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
195,3b71f256-37de-434b4d-8b8e86-e79302f1adb5,a1_5,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
196,0ae9d4c7-7bf5-484942-838180-89cb5f7e43d6,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
197,85064b9c-cea0-40454b-b2bfb4-567e1da039cb,a1_2,governorate_pcode,district_pcode,"The second ranked most important ""priority needs"" is equal to the one ranked first",D1b_PriorityNeeds , D1a_PriorityNeeds
198,024738ea-eac8-45434b-979c98-f71a85469ebd,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
199,429be65f-b784-4c4f43-9e949c-f5c14ab09873,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
200,1934ab20-bc39-4a4043-bbb4b8-96e74f5ba2c8,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
201,5b9d2ac4-caed-4a494b-9e9293-459df3aeb21c,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
202,cd41fe09-826f-404b4f-9e9a9c-205ec7f6d8a4,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
203,05982ef6-6d32-444d47-8d8583-de7293c81504,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
204,fb87e453-70a1-414247-8b828e-49d0a6e7153f,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
205,d0614a92-d4e9-4c4a40-959f96-615db48c32e0,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
206,d6e20f1c-8a10-4c4741-9b9f94-6541eafb3709,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
207,067f2a4b-b754-4c4647-818e82-fd2c763e5a08,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
208,fae89730-92a8-44424b-beb4b0-c31698754ebd,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
209,fb42ec93-4c3e-414744-a4a5a1-67f9201c3e84,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
210,598e4d7c-9ead-4f4544-a3a6a1-3e7095fdb641,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
211,03179f2c-7f08-434e4c-84888b-a07d95264bc1,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
212,61d028a3-876c-4b4d4f-919f97-975d6c810ba2,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
213,afd96e1c-c54a-484d4c-a0a2a5-9f6435d8e17a,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
214,6e09d74a-5b87-434d4b-a3ada6-bce5fd784601,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
215,bad9f8c5-94f0-484d42-aca6a2-b92af37065c8,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
216,e8c5146f-e702-4d4241-8c8487-d5b9c01624fa,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
217,3ce15796-17fe-46434b-b1bfbb-9bd2508fae76,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
218,6c2354f8-0bd9-47484c-8b8487-1f438962c7eb,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
219,8ced2976-df7c-4c4749-a6adab-3dc4f6a19e57,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
220,2e6db9a1-ce90-484a40-b5b6b4-d240139bf5a7,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
221,a6dc9b42-dfb6-4b444f-b6b1bd-d6539f0b748e,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
222,ba5831e7-529e-45474b-b3b1b6-47681920be3d,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
223,ce604ad9-dcb1-48444f-848b85-9e87a1f563d0,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
224,2961c84b-20f5-4b454c-bdb6b5-f791a523d0c8,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked second",D1c_PriorityNeeds , D1b_PriorityNeeds
225,5b9d2ac4-caed-4a494b-9e9293-459df3aeb21c,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
226,cd41fe09-826f-404b4f-9e9a9c-205ec7f6d8a4,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
227,a84196d7-7593-4b4a43-a1a4a0-fbc5a67d0394,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
228,a4b295e1-3248-4c4347-83898d-18c5bf3ad60e,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
229,345e7cd2-69b8-4a4347-bfbbbe-43816c2ab95f,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
230,d0614a92-d4e9-4c4a40-959f96-615db48c32e0,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
231,f19cb670-2309-48494e-b8b1b5-70ed631289bc,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
232,f5d3ab8e-dfbe-454f4b-a5a7a6-e857c341920b,a1_4,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
233,3f1792d6-60bf-464f49-8d8789-036f7d5b14ce,a1_2,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
234,f23ce701-ba80-414842-aba7ae-3cadef2b9078,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
235,67208fcb-d326-484145-999f96-38fd61ec29a5,a1_5,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
236,27f0396d-6129-4c4d47-a2a1a6-e2c4afd58b30,a1_1,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
237,ac64be53-a160-424448-b1beb4-3ec7468a9bf1,a1_3,governorate_pcode,district_pcode,"The third ranked most important ""priority needs"" is equal to the one ranked first",D1c_PriorityNeeds , D1a_PriorityNeeds
