"uuid","A1_Metadata","A2_Metadata","A3_Metadata","description","variable_name","old_value","new_value"
"c918b530-97e1-444749-898887-7bd98064af1c","a1_5","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"c918b530-97e1-444749-898887-7bd98064af1c","a1_5","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"4126b90f-7d6b-484045-a5a0aa-23af8eb9c051","a1_3","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"4126b90f-7d6b-484045-a5a0aa-23af8eb9c051","a1_3","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"81a9e6c7-4165-474240-b7b1b2-8ead6051329b","a1_2","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"81a9e6c7-4165-474240-b7b1b2-8ead6051329b","a1_2","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"5a403c82-f145-474543-bcb9ba-e9d31275bc86","a1_4","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"ef0b7d5a-1357-484d44-a4a0a5-7d4f80c912ea","a1_1","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"ef0b7d5a-1357-484d44-a4a0a5-7d4f80c912ea","a1_1","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"f5a40d68-d37e-48444b-88828f-349d6afc1b7e","a1_4","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"f5a40d68-d37e-48444b-88828f-349d6afc1b7e","a1_4","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"e5b2f8a4-cb5f-4e4645-939495-2a75bf6d3894","a1_3","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"e5b2f8a4-cb5f-4e4645-939495-2a75bf6d3894","a1_3","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"145cf782-3195-4b454e-b5b9b2-2ba4ec015938","a1_2","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.9: What is the short-term (less than one year) movement intention of your household?","Remain here, voluntarily",NA
"145cf782-3195-4b454e-b5b9b2-2ba4ec015938","a1_2","governorate_pcode","district_pcode","Invalid combination between C9_DisplacementStatus (short term mouvement intentions) & C10_DisplacmentStatus (long term mouvement intentions)","C.10: What is the long-term (more than one year) movement intention of your household?","Remain here, involuntarily (there is no alternative)",NA
"f9a703bd-9ed7-46494f-83808d-51627b3ed8a9","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"58302bce-0f3d-4b4147-8f8c83-31e8476f0b29","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"fa0169c4-d5ab-454142-a4a7af-de2b1537a806","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"ae29f4c8-47b9-494840-bfb0ba-c3d8619e074a","a1_5","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"fb0a598d-c279-47404d-838586-76a239e84fbc","a1_1","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"8f4b026d-8d6e-4b4346-b0b1b7-98fe64270135","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"72983461-cfd9-424b4d-8f8683-e8592db306cf","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"2f03e1ac-d136-4a494e-a2aea8-a145dc762e38","a1_2","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"4c79a561-a04e-41474f-929490-eb46d9821357","a1_2","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"26075198-0cbe-4a4548-a0ada7-5361f08dec72","a1_3","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"b916e207-18a4-4b404f-b7b1b4-431e6ab27d9f","a1_5","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"4afb69d0-02bf-474043-a3a0aa-0cde5a63b289","a1_2","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"e241c83a-fb12-40444e-a7a2a8-bc1432d0fa5e","a1_3","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"5d9b2140-120a-424d45-878f8b-4ade58bc0762","a1_4","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"32d546ce-731b-4b4347-bfb6b0-8d641b7e25c9","a1_1","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"834a015b-2ae4-4c4948-818b8f-ea5f986b0cd1","a1_3","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"243d9587-3a1b-4a404e-aba8a7-5ad967e1fb34","a1_1","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"9cb2a541-d354-4e4841-838186-b79d81e34c50","a1_5","governorate_pcode","district_pcode","The second ranked most important ""priority needs"" is equal to the one ranked first","D.1b: What is the second priority needs of the household?",NA,NA
"42160fa9-09dc-47484d-82818d-1e8cb672f459","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"7af145e0-61ce-40484b-b6bab0-afc84e0d1369","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"b8e90c24-286b-41494a-868c81-1394cafde75b","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"753a2cdb-a067-454e41-aca2a6-e3958a01724c","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"d8741530-9510-484d49-9b9c9d-f93de815a0cb","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"49735f6d-2e96-4f4b41-9e9b92-5ef732a0cb68","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"82dcf7e4-9fce-484f42-9a9c92-4f9d68e513bc","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"86490c72-ec9a-4e434d-8f898d-e859c32d6a41","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"9df35408-de30-4d4c46-a6a3a5-1520a6ce83b4","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"4dc5e3b9-5236-494c48-a9a5ab-ed7862049c1f","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"75e930fd-a51c-4e4b4c-b4b1bf-8527feb10dc6","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"4dfb1376-1ec3-45444b-b9b5b7-645bef10c829","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"1a9cb576-dfa7-444246-b1bfb3-ce25a4b1df70","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"08c4765f-30ea-45424f-8e8487-2f6d584e09ab","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"6dcb54ae-e8bd-494146-a0adaa-fc71b5293ad6","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"67b839df-8e7a-484043-868483-be0f2986475d","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"e43b95f1-361b-41454e-a7aba8-c20ad19f5437","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"8f29eb37-061e-4c4645-a2a7a1-5d4280e96371","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"5267a43f-3b27-4a4741-8e8684-c3d87a1426f9","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"6b34a9de-c78f-464248-b1bcbb-fd5e28a739cb","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"f19a873b-be29-434447-a4aaa3-6e347c5280ba","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"9df18b02-b231-4b4c4e-b3bdbb-58320df6acb1","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"e63f517d-2cb4-434b45-b1bcbf-6c4f87aeb5d0","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"20481ca3-abf3-444347-a8a4af-5631eacd9f84","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"975ad02e-57fa-404e43-88828d-1673efb25a89","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"c681f2e5-a270-494c4e-a5a2a3-9845ba0fdc32","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"56cd07af-e629-414f48-848f8a-9ad41c2b63f5","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"9075c6e2-4f3b-48464c-b9b0b4-4cd0a5e79fb2","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked second","D.1c: What is the third priority needs of the household?",NA,NA
"765dea14-8eb5-484d4b-b5bfb0-985ab730ef41","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"a5219036-d0ae-454641-a5a0a1-7bf056d14e98","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2a0517fc-53be-4c4643-bdbcb4-e01f2c3ad45b","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2cb57e40-ea03-444d42-a2aba4-c2e874d9635a","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2410a8de-a4b3-4c4e4a-999891-f47e6d3589cb","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"f70281ce-78fc-4d4142-8b888c-d9415308f72c","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"0248c7a3-6031-4b414c-808c82-03b941c58a62","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2bfd0736-72c0-464c41-84898f-cf256d730ab4","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"c47e2af6-d1c9-4d444e-b6b4bd-c675d12b43f9","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2dcf80a1-7ea4-4d494b-afada7-b5a41d37f8e0","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"ced182f4-5f2b-4d4b4f-afa2a3-6045fb8319d7","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"98f730b1-3769-464f4b-9a909c-ac2417fb63e9","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"8dfb4a09-e3ba-414a45-828780-2a74f80935ce","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"479163bd-8d5b-464348-93929f-d7842360fc5a","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"36afc124-1024-4d414b-8e8185-1a7f285b469d","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"9b5a10cf-b3f7-4d4849-959e99-084af73d2c19","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"ba513467-1b85-424e46-949e9b-502176fb4adc","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"35f1b8c4-e7a6-4b4043-9b9d94-6fe1d09a82c5","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"5a07c263-5f4d-474449-9e939b-9fd7be30154a","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"c76e9031-7f14-464b48-bcb1b0-943acfb6e8d0","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"5436a7c0-e057-424149-95949d-3546a02cfe9d","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"f198e06d-13d9-414044-959490-6a872bdfc519","a1_4","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"957cafbd-1ef0-454f4a-8c8786-36dc587e1f2a","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"2107dcf5-1e29-434045-828d84-3cf495186be7","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"45320dbf-0b29-4a434d-959291-c241af057b38","a1_3","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"f78d96eb-28ce-41464c-8a8d81-c695a34f2d0b","a1_5","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"ef0b7d5a-1357-484d44-a4a0a5-7d4f80c912ea","a1_1","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"145cf782-3195-4b454e-b5b9b2-2ba4ec015938","a1_2","governorate_pcode","district_pcode","The third ranked most important ""priority needs"" is equal to the one ranked first","D.1c: What is the third priority needs of the household?",NA,NA
"9f04ce86-a586-404f4b-959792-24ba39756de0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"9f04ce86-a586-404f4b-959792-24ba39756de0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"24f9cd61-68f1-494847-bcbab1-1b4a20fc8d37","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"24f9cd61-68f1-494847-bcbab1-1b4a20fc8d37","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"f50c4912-1693-4c4e47-808688-dfe7290b53a6","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"f50c4912-1693-4c4e47-808688-dfe7290b53a6","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"3fec1452-70dc-41474d-93919e-49bfa0825cd3","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"3fec1452-70dc-41474d-93919e-49bfa0825cd3","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"0719afde-07b9-4b4e4a-8d8180-a7d3b509f4c2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"0719afde-07b9-4b4e4a-8d8180-a7d3b509f4c2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"d02cf573-10bf-4d404e-b6b2b0-3d06875efa41","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"5f21bad0-34c7-494346-979e9b-8af7e0cd629b","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"5f21bad0-34c7-494346-979e9b-8af7e0cd629b","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"35ae8904-1c40-404d48-8c838e-4e0b5cf97da6","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"8b279ce0-1608-414642-9f9b9e-e37b91c24af0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"8b279ce0-1608-414642-9f9b9e-e37b91c24af0","a1_3","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"08c4765f-30ea-45424f-8e8487-2f6d584e09ab","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"08c4765f-30ea-45424f-8e8487-2f6d584e09ab","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"6ca7ef59-d9b3-414442-848f8c-9f3db8e42506","a1_2","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"e986d542-0d23-4e434a-bbb8b4-fc1936b48507","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"e986d542-0d23-4e434a-bbb8b4-fc1936b48507","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"9831eda4-6ac8-494448-b0beb3-e79dc03b5af2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"9831eda4-6ac8-494448-b0beb3-e79dc03b5af2","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"8ad1c392-e830-474d49-8f8680-23b1075aec89","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"8ad1c392-e830-474d49-8f8680-23b1075aec89","a1_1","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"ec1f3769-d4c3-484f4d-8a8c8f-c83b6fe29d47","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"ec1f3769-d4c3-484f4d-8a8c8f-c83b6fe29d47","a1_4","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"36afc124-1024-4d414b-8e8185-1a7f285b469d","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
"36afc124-1024-4d414b-8e8185-1a7f285b469d","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.6: How long does it take to go on foot to your main water point, fetch water, and return (at peak time)?  ","Between 1 and 2 hours",NA
"9b5a10cf-b3f7-4d4849-959e99-084af73d2c19","a1_5","governorate_pcode","district_pcode","Invalid combination between F3_WASH (type of water source) and F6_WASH (time needed to collect water)","F.3: What was the main source of water for your household in the last 30 days? ","Piped water into compound",NA
